"BRWA","BWWA","GWWA"
"V12633",0,0.0714,0.0804
"V12634",0.2222,0.04,0.0804
"V12635",0,0.04,0.0577
"V12636",0.75,0.4444,0.54
"V12637",0.6,0.1111,0.2299
"V12638",0,0.1429,0.0217
"V12639",0.2,0.0476,0.0108
"V12640",0.25,0.3571,0.1724
"V12641",0,0.3333,0.2542
"V12642",0,0.4706,0.3654
"V12643",0,0,0.1356
"V12644",0,0.1538,0.1429
"V12645",0,0.1333,0.1429
"V12646",0,0.2667,0.2931
"V12647",0,0.0833,0.08
"V12648",0,0.1333,0.1071
"V12649",0,0.25,0.2632
"V12650",0,0.0417,0.0778
"V12651",0,0.1667,0.033
"V12652",0,0.0435,0.0667
"V12653",0,0.0417,0.0556
"V12654",0,0.0833,0.0333
"V12655",0,0,0.0556
"V12656",0,0,0.013
"V12657",0.1667,0.05,0.0361
"V12658",0,0,0.075
"V12659",0,0,0.0548
"V12660",0.4444,0.4138,0.5044
"V12661",0,0.069,0.0442
"V12662",0.3333,0.5862,0.3929
"V12663",0.2222,0,0.1239
"V12664",0,0.2143,0.1982
"V12665",0,0.0714,0.087
"V12666",0,0,0.0345
"V12667",0,0.1818,0.0476
"V12668",0,0.0476,0.0976
"V12669",0,0.0909,0.0244
"V12670",0,0.1176,0.027
"V12671",0,0.1176,0.0278
"V12672",0.1111,0.069,0.0619
"V12673",0,0.037,0.0381
"V12674",0,0.2222,0.1509
"V12675",0,0,0.055
"V12676",0,0.1379,0.0273
"V12677",0.2222,0.1154,0.1622
"V12678",0,0,0.0541
"V12679",0,0.0556,0.0972
"V12680",0.2,0.2,0.1333
"V12681",0,0,0.013
"V12682",0.3333,0.3793,0.2411
"V12683",0.1111,0.0345,0.0357
"V12684",0,0.1481,0.0673
"V12685",0.25,0.2692,0.2929
"V12686",0,0.037,0.0762
"V12687",0,0.037,0.0667
"V12688",0,0.0625,0.0233
"V12689",0,0.069,0.0619
"V12690",0,0.2,0.0482
"V12691",0.5714,0.4,0.494
"V12692",0,0.0588,0.1013
"V12693",0,0.3,0.3229
"V12694",0,0,0.1034
"V12695",0.125,0.0476,0.0222
"V12696",0,0,0.0556
"V12697",0,0.1905,0.0674
"V12698",0.4286,0.35,0.2921
"V12699",0.4286,0.2632,0.3488
"V12700",0,0,0.0225
"V12701",0.3333,0.0455,0.0787
"V12702",0,0.15,0.0519
"V12703",0.8,0.375,0.4471
"V12704",1,0.4444,0.5238
"V12705",0,0.05,0.1169
"V12706",0,0.1176,0.08
"V12707",0,0,0.0196
"V12708",0,0.1176,0.0816
"V12709",0,0,0.0192
"V12710",0,0.1667,0.0638
"V12711",0,0.0625,0.0196
"V12712",0,0.1176,0.1702
"V12713",0,0,0.0408
"V12714",0.2222,0,0.1062
"V12715",0.2222,0,0.1062
"V12716",0,0,0.1176
"V12717",0.2,0.1111,0.069
"V12718",0.4286,0.1111,0.1798
"V12719",0,0.1111,0.119
"V12720",0.1667,0.45,0.2955
"V12721",0.1667,0.0526,0.1064
"V12722",0.4286,0.05,0.1461
"V12723",0.125,0.2069,0.1171
"V12724",0,0.069,0.1081
"V12725",0,0,0.0631
"V12726",0.2857,0.4167,0.1778
"V12727",0.2222,0.1923,0.2232
"V12728",0,0.1852,0.1748
"V12729",0,0.2222,0.1961
"V12730",0,0.2222,0.0857
"V12731",0.3333,0.4667,0.3913
"V12732",0.4,0.4,0.3182
"V12733",0.375,0.5556,0.4742
"V12734",0.3333,0.5769,0.4792
"V12735",0,0.069,0.0686
"V12736",0,0.1538,0.0192
"V12737",0.5556,0.4444,0.52
"V12738",0.2,0.2667,0.3293
"V12739",0.3333,0.2222,0.2911
"V12740",0.2,0.0526,0.0488
"V12741",0.3333,0,0.0364
"V12742",0.4,0,0.1296
"V12743",0,0.1,0.027
"V12744",0,0,0.0137
"V12745",0.3333,0.381,0.2
"V12746",0.2,0,0.0556
"V12747",0,0.4,0.4231
"V12748",0.5,0.6875,0.625
"V12749",0.3333,0.5517,0.4643
"V12750",0.1111,0.1034,0.0354
"V12751",0.2857,0.4231,0.4019
"V12752",0,0.0769,0.0354
"V12753",0.2857,0.0769,0.2342
"V12754",0,0,0.0268
"V12755",0,0.0769,0.0357
"V12756",1,0.9167,0.7885
"V12757",0.2,0.25,0.2267
"V12758",0,0,0.0417
"V12759",0,0,0.0175
"V12760",0.4,0.3333,0.1552
"V12761",0.3333,0.1667,0.0702
"V12762",0.1111,0.2593,0.2286
"V12763",0,0.2273,0.2737
"V12764",0.3333,0.2222,0.1111
"V12765",0,0.1111,0.0556
"V12766",0,0.2222,0.0385
"V12767",0,0,0.0185
"V12768",0,0,0.0185
"V12769",1,0.8667,0.7636
"V12770",0.3333,0.1724,0.0561
"V12771",0.1111,0,0.0093
"V12772",0.2222,0.0714,0.0556
"V12773",0,0,0.037
"V12774",0.1111,0.2692,0.3077
"V12775",0,0.05,0.0923
"V12776",0.1429,0.05,0.0781
"V12777",0,0.1905,0.1406
"V12778",0.1667,0.2,0.0909
"V12779",0,0.05,0.0145
"V12780",0,0.0476,0.0746
"V12781",0,0.1111,0.1364
"V12782",0,0.05,0.1618
"V12783",0.1667,0.25,0.1739
"V12784",0,0.05,0.0152
"V12785",0,0.0714,0.0417
"V12786",0.5,0.1667,0.2292
"V12787",0,0.1429,0.0435
"V12788",0,0.2667,0.087
"V12789",0,0.1875,0.0213
"V12790",0.1111,0.0435,0.0978
"V12791",0,0.087,0.0745
"V12792",0.125,0.1739,0.1064
"V12793",0.2,0.15,0.0112
"V12794",0.1667,0.2857,0.0707
"V12795",0.2857,0.3636,0.1224
"V12796",0,0.3043,0.2062
"V12797",0.1667,0.28,0.3299
"V12798",0,0.2609,0.12
"V12799",0,0.0833,0.1782
"V12800",0,0.2083,0.0297
"V12801",0,0.1667,0.1782
"V12802",0,0.087,0.0337
"V12803",0,0,0.0319
"V12804",0,0.1667,0.0652
"V12805",0,0.1538,0.0227
"V12806",0,0.25,0.1111
"V12807",0.2857,0.2273,0.1748
"V12808",0,0.08,0.0297
"V12809",0.1429,0.4167,0.2857
"V12810",0,0.125,0.099
"V12811",0.1667,0.25,0.08
"V12812",0,0.08,0.04
"V12813",0.1111,0.0345,0.018
"V12814",0,0.1,0.1646
"V12815",0,0.15,0.1605
"V12816",0.2,0.0526,0.038
"V12817",0.25,0.1,0.0649
"V12818",0,0.0952,0.1013
"V12819",0,0.1429,0.0395
"V12820",0,0.1,0.15
"V12821",0.1429,0.0385,0.0505
"V12822",0.1111,0.069,0.027
"V12823",0.1111,0.0345,0.0541
"V12824",0.1429,0.1364,0.086
"V12825",0.1429,0.15,0.2421
"V12826",0,0,0.0354
"V12827",0,0.1429,0.0192
"V12828",0,0.0625,0.0566
"V12829",0,0.1875,0.2143
"V12830",0,0.037,0.06
"V12831",0.1111,0,0.0268
"V12832",0,0.1071,0.0446
"V12833",0,0.0769,0.0339
"V12834",0,0,0.0172
"V12835",0.2857,0.0667,0.2308
"V12836",0.3333,0.0769,0.1333
"V12837",0.1111,0.1429,0.0849
"V12838",0.125,0.0833,0.2917
"V12839",0.125,0.0833,0.2917
"V12840",0.125,0.0833,0.2828
"V12841",0.1667,0.0417,0.1354
"V12842",0,0.12,0.0206
"V12843",0,0,0.0521
"V12844",0,0.0345,0.0804
"V12845",0.2222,0.0345,0.1071
"V12846",0,0.1304,0.0857
"V12847",0.125,0.0952,0.0388
"V12848",0.1429,0.1,0.1509
"V12849",0.25,0.0909,0.1038
"V12850",0.125,0.4348,0.2885
"V12851",0.5,0.1364,0.0943
"V12852",0,0.2,0.2
"V12853",0.5,0.2692,0.1875
"V12854",0.5,0.28,0.1875
"V12855",0,0.3846,0.2688
"V12856",0,0.1538,0.2796
"V12857",0,0.16,0.1064
"V12858",0.1667,0.28,0.2128
"V12859",0.5,0.4167,0.2333
"V12860",0.6,0.44,0.2065
"V12861",0.1111,0.1724,0.2072
"V12862",0.25,0.0769,0.06
"V12863",0,0.2,0
"V12864",0,0.1364,0.1882
"V12865",0.2,0.1429,0.1807
"V12866",0.2,0.1364,0.186
"V12867",0,0,0.0465
"V12868",0,0,0.0595
"V12869",0.1429,0.0435,0.0602
"V12870",0.2857,0,0.0353
"V12871",0.125,0.3478,0.2475
"V12872",0.5,0.56,0.4
"V12873",0,0,0.0566
"V12874",0,0.1875,0.1159
"V12875",0,0.1053,0.0299
"V12876",0.3333,0.3571,0.197
"V12877",0.4,0.4167,0.2157
"V12878",0.25,0.5,0.234
"V12879",0.625,0.7407,0.5048
"V12880",0.6667,0.7308,0.5048
"V12881",0,0.16,0.1121
"V12882",0,0.1538,0.1132
"V12883",0,0.16,0.1121
"V12884",0.375,0.56,0.5619
"V12885",0,0,0.0619
"V12886",0.625,0.4583,0.5
"V12887",0.1111,0.2308,0.1635
"V12888",0.375,0.4074,0.4021
"V12889",0,0.0588,0.0508
"V12890",0.25,0.3333,0.3107
"V12891",0.1111,0.1111,0.0463
"V12892",0.4444,0.6552,0.5818
"V12893",0,0.15,0.0267
"V12894",0,0.1429,0.026
"V12895",0,0,0.0811
"V12896",0,0.0345,0.0446
"V12897",0,0.0769,0.3158
"V12898",0,0,0.06
"V12899",0.3333,0.1429,0.0192
"V12900",0.5,0.2308,0.2909
"V12901",0.5556,0.1111,0.1182
"V12902",0,0.1538,0.0541
"V12903",0.3333,0.1852,0.2202
"V12904",0.2222,0.1481,0.2037
"V12905",0.5,0.3929,0.6204
"V12906",0.3333,0.08,0.0841
"V12907",0,0.125,0.1282
"V12908",0,0.125,0.1282
"V12909",0.2222,0.1154,0.0093
"V12910",0.1667,0.2,0.3
"V12911",0,0.0435,0.0745
"V12912",0,0.1739,0.0319
"V12913",0.2857,0.5217,0.5909
"V12914",0.125,0,0.087
"V12915",0.2,0,0.0577
"V12916",0,0.0435,0.0762
"V12917",0.2222,0.3929,0.4954
"V12918",0.1111,0.069,0.0625
"V12919",0.1111,0.25,0.0796
"V12920",0,0,0.0536
"V12921",0,0.069,0.0268
"V12922",0.2222,0,0.0446
"V12923",0,0.0345,0.0619
"V12924",0.3333,0.1724,0.1696
"V12925",0.4444,0.3793,0.375
"V12926",0,0.2381,0.1975
"V12927",0,0.2069,0.0796
"V12928",0.7143,0.5,0.5057
"V12929",0.125,0,0.0532
"V12930",0,0.087,0.0312
"V12931",0.125,0.2174,0.2903
"V12932",0.1429,0.1429,0.0833
"V12933",0.375,0.3889,0.4674
"V12934",0.125,0,0.0825
"V12935",0.2,0.0909,0.0847
"V12936",0,0,0.0794
"V12937",0,0.0909,0.0492
"V12938",0.25,0.069,0.1215
"V12939",0,0.069,0.0648
"V12940",0,0.069,0.0275
"V12941",0.125,0.1429,0.0641
"V12942",0,0.1724,0.2743
"V12943",0.5714,0.4615,0.3617
"V12944",0.5556,0.3448,0.3009
"V12945",0,0.087,0.05
"V12946",0,0.0455,0.0471
"V12947",0.6667,0.8077,0.6353
"V12948",0,0.1,0.0824
"V12949",0,0.0667,0.0615
"V12950",0.1667,0.2,0.1569
"V12951",0.3333,0.0714,0.1887
"V12952",0.75,0.5,0.619
"V12953",0,0,0.24
"V12954",0.1111,0.1034,0.1429
"V12955",0.3333,0.1667,0.1216
"V12956",0,0.1538,0
"V12957",0.1429,0.3333,0.2069
"V12958",0.2,0.15,0.2373
"V12959",0.2,0.2778,0.2931
"V12960",0,0,0.0446
"V12961",0.3333,0.24,0.1667
"V12962",1,0.5556,0.4468
"V12963",0.5,0.6471,0.6731
"V12964",0.6667,0.375,0.2857
"V12965",0,0.4286,0.3958
"V12966",0,0.2941,0.1875
"V12967",0,0,0.0222
"V12968",0,0.1111,0.0217
"V12969",0,0.0556,0.0435
"V12970",0,0.2609,0.1111
"V12971",0,0.0476,0.0842
"V12972",0,0.1034,0.0354
"V12973",0,0.0385,0.05
"V12974",0,0.3,0.0612
"V12975",0,0.1034,0.0357
"V12976",0.1111,0.3214,0.3125
"V12977",0.1111,0.3214,0.3186
"V12978",0,0.1,0.0513
"V12979",0.75,0.45,0.5833
"V12980",0,0.0476,0.0676
"V12981",0.2857,0.3333,0.2564
"V12982",0.1111,0.1034,0.1062
"V12983",0.25,0.6786,0.5794
"V12984",0.1111,0.1481,0.1743
"V12985",0,0.4231,0.4815
"V12986",0,0.037,0.0541
"V12987",0.2222,0.2759,0.2589
"V12988",0,0,0.115
"V12989",0.5,0.5789,0.4167
"V12990",0.5,0.4545,0.3919
"V12991",0.5,0.55,0.3944
"V12992",0.5,0.4545,0.3472
"V12993",0,0,0
"V12994",0.1667,0.1053,0.1325
"V12995",0.1667,0.1429,0.0698
"V12996",0,0.069,0.0796
"V12997",0,0.15,0.1364
"V12998",0.1667,0.1667,0.1343
"V12999",0,0.1053,0.0462
"V13000",0.1111,0,0.0265
"V13001",0,0.0357,0.0708
"V13002",0.6667,0.75,0.75
"V13003",0.1111,0.0714,0.1071
"V13004",0.2222,0.2759,0.2679
"V13005",0.5556,0.4286,0.4037
"V13006",0,0.0714,0.0446
"V13007",0.375,0.6207,0.3551
"V13008",0.375,0.6207,0.3486
"V13009",0.125,0.2222,0.4458
"V13010",0,0.1786,0.1091
"V13011",0,0.069,0.0459
"V13012",0,0.1071,0.0459
"V13013",0,0.1071,0.0463
"V13014",0.4444,0.5185,0.5728
"V13015",0.1111,0.037,0.0721
"V13016",0.1111,0.2069,0.3529
"V13017",0.125,0.2857,0.2917
"V13018",0.2,0,0.0714
"V13019",0.1667,0,0.0635
"V13020",0.3333,0.0769,0.1277
"V13021",0,0.1034,0.0531
"V13022",0.2222,0.2759,0.1593
"V13023",0.1111,0.1429,0.0796
"V13024",0,0.069,0.0796
"V13025",0,0.1071,0.0619
"V13026",0.1111,0.2069,0.1071
"V13027",0,0.1111,0.0893
"V13028",0,0.1111,0.0811
"V13029",0.3333,0.56,0.581
"V13030",0.25,0.2593,0.2571
"V13031",0.625,0.5714,0.55
"V13032",0,0.1923,0.2019
"V13033",0.1667,0.1364,0.23
"V13034",0.1111,0.1034,0.1327
"V13035",0.4,0.1053,0.1176
"V13036",0,0,0
"V13037",0.2,0.0526,0.0308
"V13038",0,0,0.0312
"V13039",0,0,0.0708
"V13040",0,0.0714,0.1111
"V13041",0.1111,0,0.0455
"V13042",0,0.1304,0.1646
"V13043",0.4286,0.5,0.4524
"V13044",0,0.0435,0.075
"V13045",0,0.3571,0.3
"V13046",0,0.0833,0.0667
"V13047",0.25,0.1667,0.0877
"V13048",0,0,0.0667
"V13049",0,0.0833,0.0755
"V13050",0.2222,0.1739,0.1684
"V13051",0,0.0909,0.09
"V13052",0,0,0.0619
"V13053",0.2857,0.7037,0.55
"V13054",0.2857,0.3793,0.2243
"V13055",0.25,0.037,0.0648
"V13056",1,0.9167,0.8302
"V13057",0.2857,0.2,0.2615
"V13058",0,0,0.1364
"V13059",0,0.1176,0.0308
"V13060",0,0.0625,0.0615
"V13061",0.25,0.6071,0.4412
"V13062",0,0.069,0.0463
"V13063",0,0,0.0185
"V13064",0.1111,0.4138,0.3084
"V13065",0,0.1379,0.156
"V13066",0.4444,0.25,0.2232
"V13067",0.6667,0.6296,0.5
"V13068",0.5556,0.25,0.2793
"V13069",0.6,0.7143,0.5974
"V13070",0.8,0.25,0.3881
"V13071",0,0.0909,0.0741
"V13072",0,0.0833,0.129
"V13073",0,0.1304,0.1327
"V13074",0,0.0455,0.0891
"V13075",0,0,0.0392
"V13076",0,0.0385,0.0463
"V13077",0,0.0345,0.0973
"V13078",0.1111,0.1034,0.1327
"V13079",0,0.0714,0.027
"V13080",0,0,0.0455
"V13081",0.5,0.5,0.4211
"V13082",0.2857,0,0.0449
"V13083",0.125,0,0.0707
"V13084",0.1111,0.1071,0.0536
"V13085",0.2222,0.2143,0.3514
"V13086",0.1111,0.0345,0.0357
"V13087",0.1111,0.0345,0.0357
"V13088",0.5,0.4643,0.3
"V13089",0.1111,0.25,0.1204
"V13090",0,0.0345,0.0531
"V13091",0.1111,0.1379,0.1239
"V13092",0,0.1071,0.2832
"V13093",1,0.5625,0.6102
"V13094",0,0.1818,0.3704
"V13095",0.8,0.5882,0.619
"V13096",0,0.2083,0.2043
"V13097",0.1111,0.0909,0.046
"V13098",0,0,0.0227
"V13099",0,0.0625,0.1034
"V13100",0.125,0.1538,0.0638
"V13101",0.125,0.2083,0.0566
"V13102",0.25,0.4583,0.419
"V13103",0,0.087,0.1275
"V13104",0.1111,0.0345,0.055
"V13105",0.25,0.1053,0.1053
"V13106",0.4286,0.25,0.3571
"V13107",NA,0,0.0588
"V13108",1,0.25,0.1852
"V13109",0.1429,0.0667,0
"V13110",0,0.125,0.129
"V13111",0,0.0455,0.0533
"V13112",0.1111,0.1786,0.1545
"V13113",0,0.1429,0.0357
"V13114",0.1111,0.2414,0.2143
"V13115",0,0,0.1075
"V13116",0,0.0556,0.044
"V13117",0,0.1071,0.1518
"V13118",0,0.0714,0.0648
"V13119",0.2222,0,0.0367
"V13120",0,0.2759,0.2455
"V13121",0,0.2857,0.2545
"V13122",0.1429,0.1667,0.2421
"V13123",0,0,0.055
"V13124",0.25,0.1154,0.1389
"V13125",0.5,0.5556,0.54
"V13126",0.1111,0.0741,0.0364
"V13127",0.1111,0.0769,0.0459
"V13128",0.5,0.5556,0.5243
"V13129",0,0.069,0.0442
"V13130",0.1111,0.069,0.0708
"V13131",0,0.069,0.0708
"V13132",0,0.2632,0.1045
"V13133",0,0.2222,0.3056
"V13134",0,0.1304,0.0652
"V13135",0,0.0833,0.0769
"V13136",0.1111,0.0345,0.0357
"V13137",0.4286,0.2963,0.3925
"V13138",0,0.1429,0.1364
"V13139",0.2222,0.0714,0.1786
"V13140",0,0,0.0208
"V13141",0,0,0.0208
"V13142",0.4444,0.24,0.1589
"V13143",0.375,0.5926,0.466
"V13144",0.1111,0.25,0.3186
"V13145",0.1111,0.069,0.1239
"V13146",0.2222,0.3448,0.3451
"V13147",0.1111,0,0.0531
"V13148",0,0,0.0877
"V13149",0.6667,0.5,0.4688
"V13150",0,0.4286,0.3889
"V13151",0,0.3704,0.3889
"V13152",0,0.4138,0.3036
"V13153",0,0.0769,0.1296
"V13154",0.25,0.2963,0.2897
"V13155",0,0,0
"V13156",0.1667,0.0625,0.0152
"V13157",0.3333,0.3793,0.3604
"V13158",0.1111,0.0769,0.1204
"V13159",0,0,0.1392
"V13160",0.25,0.1364,0.1154
"V13161",0,0.069,0.0893
"V13162",0.1111,0.0345,0.0619
"V13163",0,0.3103,0.2655
"V13164",0.3333,0.2414,0.1239
"V13165",0.1667,0.1176,0.0274
"V13166",0,0.2381,0.1429
"V13167",0,0,0.0339
"V13168",0,0.0476,0.0169
"V13169",0,0.1379,0.0973
"V13170",0.1111,0.0714,0.115
"V13171",0.1111,0.069,0.1339
"V13172",0.1429,0.3333,0.2358
"V13173",0,0.08,0.1019
"V13174",0.5714,0.4444,0.2264
"V13175",0,0.3684,0.0625
"V13176",0.1429,0.3684,0.2143
"V13177",0.25,0.3333,0.25
"V13178",0.25,0.4444,0.4135
"V13179",0,0.1429,0.1143
"V13180",0,0,0.1509
"V13181",0,0.037,0.0463
"V13182",0.3333,0.3846,0.3048
"V13183",0,0,0.1028
"V13184",0.2222,0.1481,0.215
"V13185",0.1111,0.0714,0.1909
"V13186",0,0.1304,0.0326
"V13187",0.2,0.4737,0.2283
"V13188",0.3333,0.2174,0.3011
"V13189",0,0.0417,0.0825
"V13190",0.3333,0.6364,0.4574
"V13191",0.125,0.087,0.0312
"V13192",0.1429,0.1739,0.1875
"V13193",0.1429,0,0.0722
"V13194",0,0.087,0.0417
"V13195",0,0,0.0339
"V13196",0,0.0625,0.1053
"V13197",0.125,0.3077,0.2476
"V13198",0.1667,0,0.0303
"V13199",0,0.0588,0.0615
"V13200",0.1667,0,0.0303
"V13201",0.3333,0.2941,0.2941
"V13202",0.1667,0,0.0317
"V13203",0,0.44,0.2268
"V13204",0,0.16,0.134
"V13205",0.1111,0.12,0.1429
"V13206",0.1111,0.16,0.2062
"V13207",0.125,0.2174,0.2637
"V13208",0,0.1739,0.1209
"V13209",0,0.0909,0.1667
"V13210",0,0.0345,0.0446
"V13211",0.1111,0.2143,0.1429
"V13212",0.1111,0.5714,0.4954
"V13213",0.5,0.5263,0.4483
"V13214",0,0.0769,0.1346
"V13215",0,0.1154,0.0303
"V13216",0,0.0357,0.1515
"V13217",0,0.1154,0.0294
"V13218",0.2857,0.2381,0.2674
"V13219",0.2857,0.381,0.1705
"V13220",0,0,0.044
"V13221",0.2857,0.25,0.0909
"V13222",0.1111,0.2069,0.177
"V13223",0,0.0357,0.0796
"V13224",0,0.0714,0.0268
"V13225",0,0.0714,0.0377
"V13226",0.4,0.1667,0.4667
"V13227",0.25,0.0833,0.0893
"V13228",0.25,0.2857,0.4242
"V13229",0.25,0.3077,0.35
"V13230",0.25,0.1667,0.0784
"V13231",0.2222,0.6207,0.5664
"V13232",0.3333,0.6207,0.5804
"V13233",0.8889,1,0.964
"V13234",0.5556,0.8929,0.6786
"V13235",0.5556,0.8929,0.6847
"V13236",0,0.1111,0.1364
"V13237",1,0.7241,0.8288
"V13238",0.2222,0.1034,0.1339
"V13239",0,0.1429,0.087
"V13240",0,0.2143,0.0725
"V13241",0,0.2143,0.0725
"V13242",0.3333,0.6071,0.4867
"V13243",0.25,0.05,0.1341
"V13244",0,0.1875,0.3867
"V13245",0.5,0.1579,0.2571
"V13246",0,0.25,0.0588
"V13247",0.5,0.5,0.4286
"V13248",0,0.3333,0.1212
"V13249",0,0,0.0758
"V13250",0,0.1111,0.0656
"V13251",0.1429,0.1111,0.0556
"V13252",0.3333,0.1111,0.08
"V13253",0,0.3571,0.386
"V13254",0.125,0.3448,0.3694
"V13255",0,0.2083,0.0891
"V13256",0,0.1818,0.1034
"V13257",0,0,0.0364
"V13258",0.2,0.2941,0.125
"V13259",0,0.0625,0
"V13260",0,0.0625,0.0175
"V13261",0.1429,0.0952,0.0921
"V13262",0,0.05,0.0267
"V13263",0.2857,0.3636,0.3095
"V13264",0.1429,0.0476,0.0526
"V13265",0,0,0.0364
"V13266",0,0,0.0392
"V13267",0,0.2,0.1132
"V13268",0,0,0.0196
"V13269",0,0,0
"V13270",0,0,0.0196
"V13271",0,0.1,0.0566
"V13272",0.2,0.4167,0.2545
"V13273",0.1667,0.4,0.3774
"V13274",0,0.0769,0.0714
"V13275",0,0.1429,0.1071
"V13276",0,0,0.0213
"V13277",0,0.0833,0
"V13278",0,0.0909,0.0417
"V13279",0.6667,0.6154,0.4808
"V13280",0,0.0714,0.1522
"V13281",0.3333,0.3846,0.5106
"V13282",0.2222,0.4231,0.4135
"V13283",0.2222,0,0.0577
"V13284",0,0.1364,0.0976
"V13285",0,0.2083,0.1034
"V13286",0.4444,0.4483,0.5545
"V13287",0.1111,0.1034,0.0721
"V13288",0,0.1071,0.0268
"V13289",0.1111,0.2593,0.1273
"V13290",0,0.0357,0.125
"V13291",0.3333,0.25,0.2545
"V13292",0.4444,0.6667,0.4727
"V13293",0.1111,0.0357,0.0538
"V13294",0.25,0.25,0.2632
"V13295",0,0,0.0421
"V13296",0.1111,0.3214,0.2917
"V13297",0.1111,0.1852,0.0889
"V13298",0,0.0769,0.046
"V13299",0.2857,0.2632,0.0541
"V13300",0,0.0667,0.2105
"V13301",0,0.0556,0.04
"V13302",0.4,0,0.0926
"V13303",0,0.15,0.0566
"V13304",0,0.1111,0.0877
"V13305",0,0.05,0.1786
"V13306",0,0.1053,0.0357
"V13307",0,0.2,0.0545
"V13308",0,0.069,0
"V13309",0,0.125,0.0103
"V13310",0,0.125,0
"V13311",0,0,0.125
"V13312",0.7143,0.6522,0.5538
"V13313",0.5714,0.6522,0.5147
"V13314",0.125,0.08,0.1111
"V13315",0.5714,0.6,0.5806
"V13316",0,0,0.0556
"V13317",0,0.0667,0.0377
"V13318",0,0,0.0566
"V13319",0.2,0.3125,0.2667
"V13320",0,0.0714,0.0185
"V13321",0,0.1429,0.037
"V13322",0,0.2667,0.0909
"V13323",0,0,0.0943
"V13324",0,0.3846,0.3137
"V13325",0,0.2308,0.0794
"V13326",0.2,0.2857,0.1356
"V13327",0.4,0.3,0.2963
"V13328",0.2,0.1429,0.0328
"V13329",0,0,0.127
"V13330",0.2,0.0769,0.0167
"V13331",0.1667,0.0769,0.0484
"V13332",0.5,0.7083,0.7222
"V13333",0,0.1667,0.1111
"V13334",0,0.0357,0.045
"V13335",0,0.0714,0.0357
"V13336",0,0.1071,0.037
"V13337",0,0.0345,0.0463
"V13338",0.8889,1,0.8
"V13339",1,0.9643,0.8932
"V13340",0.1111,0.2414,0.1858
"V13341",0.1111,0.0345,0.0619
"V13342",0,0.069,0.0442
"V13343",0,0.0769,0.0816
"V13344",0,0,0.06
"V13345",0.3333,0.1429,0
"V13346",0,0.0556,0.0548
"V13347",0,0.1111,0.2405
"V13348",0.2857,0.25,0.5256
"V13349",0,0.4667,0.3542
"V13350",0,0,0.1385
"V13351",0,0.0556,0.1739
"V13352",0,0.1379,0.1858
"V13353",0.25,0.3929,0.3429
"V13354",0.125,0.1429,0.1429
"V13355",0.125,0.4643,0.2667
"V13356",0.375,0.4643,0.3113
"V13357",0,0.0741,0.0442
"V13358",0.1111,0.1111,0.0265
"V13359",0.2222,0.12,0.0708
"V13360",0,0,0.0796
"V13361",0.2222,0.1538,0.0885
"V13362",0.125,0,0.0583
"V13363",0.125,0,0.0583
"V13364",0,0.1786,0.2673
"V13365",0.125,0,0.08
"V13366",0,0.0357,0.0303
"V13367",0,0,0.06
"V13368",0,0.4231,0.2424
"V13369",0,0.037,0.05
"V13370",0.1111,0.069,0.0446
"V13371",0,0.1379,0.1593
"V13372",0.1111,0.1111,0.0893
"V13373",0.1111,0.1034,0.018
"V13374",0.5556,0.4138,0.4128
"V13375",0.75,0.48,0.5745
"V13376",0,0.1364,0.0476
"V13377",0,0,0.0149
"V13378",0,0,0.0149
"V13379",0.1667,0.3125,0.1096
"V13380",0.3333,0.8333,0.4918
"V13381",0.75,0.3636,0.3966
"V13382",0.2222,0.3448,0.292
"V13383",0,0.0741,0.0194
"V13384",0.1111,0.08,0.14
"V13385",0,0,0.0612
"V13386",0,0,0.0541
"V13387",0.3333,0.5862,0.4182
"V13388",0.1111,0.2414,0.0446
"V13389",0.2,0.0667,0.15
"V13390",0,0.1176,0.129
"V13391",0.6667,0.6875,0.5645
"V13392",0.1111,0.1379,0.0446
"V13393",0.2857,0.0625,0
"V13394",0.1667,0.1667,0.2899
"V13395",0.1111,0.2143,0.3636
"V13396",0.4444,0.4643,0.5481
"V13397",0.3333,0.3793,0.4579
"V13398",0.4444,0.1071,0.1532
"V13399",0,0.069,0.0545
"V13400",0,0.0385,0.0708
"V13401",0,0.1429,0.0857
"V13402",0.25,0.1333,0.058
"V13403",0,0.0345,0.0708
"V13404",0,0.1034,0.0265
"V13405",0.1667,0.3333,0.2203
"V13406",0,0,0.0619
"V13407",0.1111,0.1034,0.0268
"V13408",0,0.0345,0.0446
"V13409",0.1111,0,0.0536
"V13410",0,0,0.0571
"V13411",0.25,0.1481,0.1376
"V13412",0,0.0417,0.06
"V13413",0,0.0833,0.0204
"V13414",0.2222,0.4615,0.33
"V13415",0,0.0588,0.1071
"V13416",0,0.2778,0.1084
"V13417",0,0,0.0128
"V13418",0.4444,0.4138,0.4144
"V13419",0.4444,0.4138,0.4128
"V13420",0,0.0833,0.0727
"V13421",0,0,0
"V13422",0,0.0833,0.0182
"V13423",0,0,0.0351
"V13424",0.5,0.3333,0.2419
"V13425",0.5,0.2143,0.1053
"V13426",0.5,0.2667,0.1897
"V13427",0,0,0.0179
"V13428",0,0.0769,0.0345
"V13429",0,0,0.069
"V13430",0.2222,0.037,0.027
"V13431",0.1111,0.0741,0.0536
"V13432",0,0.0769,0.0357
"V13433",0.7778,0.5185,0.4857
