"BRWA"	"BWWA"	"GWWA"
"V11784"	0	0.2881	0.4026
"V11785"	0.3	0.2455	0.167
"V11786"	0.35	0.2527	0.2167
"V11787"	0.3	0.4825	0.4707
"V11788"	0	0	0.0624
"V11789"	0	0	0.1039
"V11790"	0.2321	0.2536	0.1563
"V11791"	0.2321	0.2628	0.121
"V11792"	0	0	0.0568
"V11793"	0.5179	0.5067	0.4938
"V11794"	0.1429	0.0417	0.0666
"V11795"	0	0.0783	0.0847
"V11796"	0.2222	0.1653	0.2249
"V11797"	0.2083	0.0998	0.0849
"V11798"	0.2083	0.4908	0.4097
"V11799"	0.5139	0.4803	0.4435
"V11800"	0	0.0677	0.0352
"V11801"	0.1111	0.1897	0.1126
"V11802"	0.125	0.1245	0.0327
"V11803"	0	0.2332	0.1418
"V11804"	0.1667	0.0476	0.0643
"V11805"	0	0.3221	0.2583
"V11806"	0	0.0701	0.0349
"V11807"	0.1111	0.1667	0.1692
"V11808"	0	0	0.0849
"V11809"	0.1111	0.0677	0.0768
"V11810"	0	0.0726	0.0457
"V11811"	0.2321	0.2487	0.3772
"V11812"	0.3	0.1196	0.0549
"V11813"	0.1429	0.1108	0.22
"V11814"	0	0.0385	0.0555
"V11815"	0	0.1032	0.1089
"V11816"	0.1111	0.0345	0.0603
"V11817"	0	0.0345	0.0603
"V11818"	0.25	0.1884	0.2216
"V11819"	0.4107	0.3879	0.4515
"V11820"	0	0.0345	0.0687
"V11821"	0.1111	0	0.0519
"V11822"	0.3056	0.2155	0.2515
"V11823"	0.125	0.1068	0.11
"V11824"	0	0	0.0617
"V11825"	0.5476	0.4921	0.4353
"V11826"	0	0	0.0626
"V11827"	0.1429	0.3977	0.2301
"V11828"	0.2083	0.395	0.22
"V11829"	0.3889	0.1123	0.0653
"V11830"	0.1111	0.0385	0.0559
"V11831"	0.4861	0.5117	0.496
"V11832"	0.4861	0.4617	0.408
"V11833"	0	0.0455	0.0479
"V11834"	0.4821	0.4169	0.4032
"V11835"	0	0.1976	0.2697
"V11836"	0.1111	0.0677	0.0768
"V11837"	0	0	0.0793
"V11838"	0	0.0556	0.0967
"V11839"	0	0	0.0919
"V11840"	0	0	0.1016
"V11841"	0	0	0.0852
"V11842"	0.4333	0.3099	0.2151
"V11843"	0	0.2403	0.2227
"V11844"	0.2083	0.375	0.178
"V11845"	0.1111	0.15	0.2723
"V11846"	0	0.037	0.0889
"V11847"	0	0.266	0.1089
"V11848"	0.5	0.511	0.486
"V11849"	0.5	0.5088	0.4997
"V11850"	0.1111	0.0357	0.0362
"V11851"	0.5	0.3547	0.2644
"V11852"	0.1111	0.1032	0.1972
"V11853"	0.2222	0.4064	0.3421
"V11854"	0	0.0677	0.0711
"V11855"	0.2	0	0.1908
"V11856"	0	0.0769	0.0588
"V11857"	0.375	0.1305	0.1497
"V11858"	0	0.1897	0.2397
"V11859"	0.2	0.288	0.1615
"V11860"	0.1667	0.417	0.4365
"V11861"	0	0.1245	0.0903
"V11862"	0	0.1108	0.0468
"V11863"	0	0.0998	0.0349
"V11864"	0.2083	0.0677	0.0768
"V11865"	0.2083	0.436	0.3627
"V11866"	0	0.0625	0.1323
"V11867"	0	0	0.0908
"V11868"	0.4643	0.3268	0.4627
"V11869"	0	0	0.0509
"V11870"	0.1667	0.1374	0.0516
"V11871"	0.4	0.1857	0.1626
"V11872"	0	0.2792	0.0795
"V11873"	0.35	0.0435	0.0447
"V11874"	0.2	0.087	0.0555
"V11875"	0	0.0714	0.0553
"V11876"	0.1111	0.0357	0.0349
"V11877"	0.3611	0.3325	0.2709
"V11878"	0.1111	0.0345	0.0435
"V11879"	0	0.0345	0.1089
"V11880"	0	0.175	0.1483
"V11881"	0.1111	0.0345	0.0438
"V11882"	0	0	0.0609
"V11883"	0	0.0701	0.0704
"V11884"	0	0.0701	0.0704
"V11885"	0.1111	0.0701	0.1661
"V11886"	0	0.1032	0.0534
"V11887"	0	0.1245	0.0291
"V11888"	0.3	0.3889	0.3311
"V11889"	0	0	0.0595
"V11890"	0.1111	0	0.0519
"V11891"	0.2917	0.4283	0.4788
"V11892"	0	0.0556	0.0529
"V11893"	0	0.0556	0.0529
"V11894"	0.1667	0.1078	0.064
"V11895"	0.2083	0.1032	0.269
"V11896"	0.2083	0.1032	0.269
"V11897"	0.1111	0.1944	0.0768
"V11898"	0.1111	0.1884	0.3148
"V11899"	0.125	0	0.0827
"V11900"	0	0	0.1324
"V11901"	0	0	0.1171
"V11902"	0	0	0.0903
"V11903"	0	0	0.1324
"V11904"	0	0.0754	0.0888
"V11905"	0.1111	0.2989	0.1323
"V11906"	0.1111	0.2308	0.0642
"V11907"	0.1111	0.3305	0.1403
"V11908"	0.1111	0.2989	0.0989
"V11909"	0	0.0998	0.1108
"V11910"	0.1111	0	0.0687
"V11911"	0	0.0998	0.0435
"V11912"	0	0	0.0775
"V11913"	0	0.0677	0.0603
"V11914"	0	0.2527	0.2736
"V11915"	0.55	0.5143	0.5045
"V11916"	0	0	0.0567
"V11917"	0	0.0455	0.0448
"V11918"	0	0	0.1294
"V11919"	0.5	0.4658	0.3314
"V11920"	0	0	0.0533
"V11921"	0.3333	0.3167	0.3338
"V11922"	0	0.4091	0.4656
"V11923"	0	0.1357	0.0413
"V11924"	0	0.0887	0.0661
"V11925"	0	0.0714	0.0448
"V11926"	0	0.1374	0.1497
"V11927"	0.3333	0.4333	0.4404
"V11928"	0.2321	0.152	0.1004
"V11929"	0.1429	0.1078	0.1303
"V11930"	0.3571	0.1357	0.0143
"V11931"	0	0.1032	0.0349
"V11932"	0.2083	0.1032	0.1018
"V11933"	0	0.3956	0.2312
"V11934"	0.5333	0.1208	0.2949
"V11935"	0.5333	0.1208	0.3253
"V11936"	0	0.1897	0.0559
"V11937"	0.25	0.2235	0.2668
"V11938"	0.3393	0.2023	0.2976
"V11939"	0	0.0754	0.0481
"V11940"	0.4643	0.3995	0.4814
"V11941"	0.1111	0.0677	0.1333
"V11942"	0	0.0769	0.0594
"V11943"	0	0.1108	0.0827
"V11944"	0	0.1068	0.0609
"V11945"	0.3611	0.4963	0.4907
"V11946"	0.4762	0.5105	0.4962
"V11947"	0.3393	0.1654	0.2872
"V11948"	0.5476	0.5146	0.5041
"V11949"	0.3056	0.414	0.4772
"V11950"	0	0.0998	0.0273
"V11951"	0	0.1613	0.164
"V11952"	0.4107	0.1299	0.0323
"V11953"	0.1667	0.2648	0.1413
"V11954"	0.1429	0.1245	0.0526
"V11955"	0.4167	0.3796	0.4
"V11956"	0.4722	0.3796	0.4117
"V11957"	0.2917	0.1318	0.162
"V11958"	0.1111	0.0701	0.0686
"V11959"	0	0.2906	0.1546
"V11960"	0.2619	0.0417	0.0341
"V11961"	0.5179	0.275	0.3337
"V11962"	0	0.15	0.0473
"V11963"	0	0.2536	0.1217
"V11964"	0	0.0783	0.063
"V11965"	0	0	0.0528
"V11966"	0.2222	0.0783	0.0279
"V11967"	0	0	0.0849
"V11968"	0	0.2083	0.0196
"V11969"	0.5	0.5083	0.4974
"V11970"	0	0.2619	0.0776
"V11971"	0.5278	0.5086	0.4732
"V11972"	0	0	0.0566
"V11973"	0.4167	0.2455	0.3403
"V11974"	0	0.2955	0.1162
"V11975"	0.35	0.2692	0.3361
"V11976"	0.3333	0.0909	0.1466
"V11977"	0.5	0.3864	0.4847
"V11978"	0.2083	0.1032	0.1178
"V11979"	0.1111	0.101	0.0353
"V11980"	0.2083	0.0701	0.1018
"V11981"	0.1111	0.1032	0.1333
"V11982"	0	0.2235	0.1937
"V11983"	0	0.101	0.0355
"V11984"	0	0.0588	0.0494
"V11985"	0	0	0.0645
"V11986"	0.1111	0.0701	0.1168
"V11987"	0	0.0974	0.041
"V11988"	0.2321	0.0435	0.0699
"V11989"	0.5357	0.4842	0.4972
"V11990"	0.1429	0.085	0.041
"V11991"	0.5	0.4714	0.306
"V11992"	0	0.0677	0.0775
"V11993"	0.1111	0.1653	0.3086
"V11994"	0.1111	0.1032	0.0857
"V11995"	0	0	0.0761
"V11996"	0.2	0.0588	0.0551
"V11997"	0.2	0.114	0.0128
"V11998"	0	0.0625	0.0931
"V11999"	0	0	0.0553
"V12000"	0.1667	0.1196	0.0873
"V12001"	0.3	0.3804	0.2938
"V12002"	0.1111	0.1108	0.0698
"V12003"	0.4643	0.3903	0.3521
"V12004"	0.1111	0.2222	0.1107
"V12005"	0.1111	0.1349	0.0946
"V12006"	0.2	0.1286	0.0944
"V12007"	0.4167	0.4507	0.3914
"V12008"	0.5	0.4231	0.4988
"V12009"	0	0.0998	0.0435
"V12010"	0.25	0.4265	0.3687
"V12011"	0	0.1978	0.0747
"V12012"	0.25	0.4375	0.4696
"V12013"	0.4722	0.3201	0.3344
"V12014"	0	0	0.0781
"V12015"	0	0.0726	0.048
"V12016"	0.1111	0.0998	0.0519
"V12017"	0.4333	0.2964	0.3022
"V12018"	0	0.0455	0.1594
"V12019"	0.2	0.1245	0.0468
"V12020"	0	0.192	0.2085
"V12021"	0.1111	0.0677	0.1321
"V12022"	0	0.1976	0.1772
"V12023"	0.25	0	0.0424
"V12024"	0.5	0.5273	0.4867
"V12025"	0.2083	0.2426	0.2268
"V12026"	0.5278	0.5	0.4329
"V12027"	0.3056	0.1601	0.2009
"V12028"	0	0.1667	0.175
"V12029"	0.5	0.5015	0.4136
"V12030"	0.1667	0.2564	0.2012
"V12031"	0.2083	0.3892	0.4074
"V12032"	0	0.0357	0.0687
"V12033"	0	0	0.0613
"V12034"	0.3	0.4007	0.4764
"V12035"	0.4667	0.5143	0.4758
"V12036"	0.35	0.3286	0.2893
"V12037"	0.1667	0.0667	0.0258
"V12038"	0.2	0.0667	0.0258
"V12039"	0	0.1374	0.0626
"V12040"	0	0	0.0609
"V12041"	0.1667	0.3333	0.2477
"V12042"	0.3333	0.4143	0.2503
"V12043"	0	0.1176	0.0465
"V12044"	0.3333	0	0.0929
"V12045"	0.5	0.4451	0.445
"V12046"	0	0.1318	0.062
"V12047"	0	0.101	0.1662
"V12048"	0	0.1318	0.027
"V12049"	0.3333	0.2978	0.434
"V12050"	0.1429	0.1078	0.1318
"V12051"	0.5476	0.4763	0.5041
"V12052"	0	0.114	0.0959
"V12053"	0	0.0667	0.0559
"V12054"	0.4667	0.3562	0.3072
"V12055"	0	0.114	0.115
"V12056"	0	0.0667	0.0684
"V12057"	0.2917	0.3305	0.3302
"V12058"	0.5	0.2719	0.2762
"V12059"	0	0.2426	0.2312
"V12060"	0	0.0769	0.0976
"V12061"	0.1111	0.0345	0.0519
"V12062"	0.2917	0.4402	0.4165
"V12063"	0	0	0.0566
"V12064"	0.1111	0.1897	0.1472
"V12065"	0	0.0345	0.0519
"V12066"	0.2619	0.2833	0.3649
"V12067"	0.5	0.5182	0.4663
"V12068"	0	0.1381	0.0349
"V12069"	0	0.3098	0.2237
"V12070"	0.1429	0.0887	0.0561
"V12071"	0.1429	0.0887	0.0229
"V12072"	0.2083	0.266	0.2542
"V12073"	0.2619	0.0556	0.0395
"V12074"	0	0.0625	0.0435
"V12075"	0.3333	0.0714	0.043
"V12076"	0	0.1421	0.1143
"V12077"	0	0	0.066
"V12078"	0.2619	0	0.2321
"V12079"	0.1667	0.2237	0.2656
"V12080"	0.4	0.115	0.1727
"V12081"	0.4	0.0815	0.1656
"V12082"	0.2083	0.2222	0.3308
"V12083"	0.3056	0.4963	0.4922
"V12084"	0.2917	0.1601	0.1835
"V12085"	0.3611	0.4775	0.457
"V12086"	0.4306	0.4854	0.4639
"V12087"	0	0.0998	0.0353
"V12088"	0.1111	0.0677	0.1018
"V12089"	0.1111	0.4117	0.2304
"V12090"	0.2083	0.1613	0.2648
"V12091"	0.125	0.1045	0.019
"V12092"	0.3333	0.2692	0.1652
"V12093"	0.5278	0.3732	0.4596
"V12094"	0.125	0.141	0.0903
"V12095"	0	0.1446	0.234
"V12096"	0.2321	0.1032	0.0459
"V12097"	0.125	0.1653	0.0188
"V12098"	0.1111	0.1068	0.0989
"V12099"	0.375	0.4372	0.2668
"V12100"	0	0.1045	0.0275
"V12101"	0.2222	0.0345	0.0369
"V12102"	0.5	0.505	0.5023
"V12103"	0.1667	0.1167	0.1553
"V12104"	0.4	0.4583	0.4268
"V12105"	0	0.1245	0.0219
"V12106"	0.4643	0.4983	0.4808
"V12107"	0.2083	0.4581	0.3744
"V12108"	0	0.0998	0.093
"V12109"	0.381	0.37	0.26
"V12110"	0.4	0.3	0.4263
"V12111"	0.1429	0.1621	0.145
"V12112"	0	0.08	0.042
"V12113"	0	0.1045	0.0369
"V12114"	0.125	0.4431	0.3576
"V12115"	0.2083	0.2821	0.2622
"V12116"	0.375	0.1769	0.1535
"V12117"	0.35	0.4423	0.3726
"V12118"	0	0.1305	0.1322
"V12119"	0.3056	0.2894	0.304
"V12120"	0.2083	0.3214	0.2442
"V12121"	0	0	0.0616
"V12122"	0	0	0.1002
"V12123"	0	0.0887	0.0803
"V12124"	0.1429	0.1357	0.0207
"V12125"	0	0.0455	0.0819
"V12126"	0	0	0.1023
"V12127"	0.3571	0.1421	0.1476
"V12128"	0	0.0435	0.0803
"V12129"	0.125	0.0526	0.1895
"V12130"	0	0.0556	0.041
"V12131"	0.1667	0.2078	0.2579
"V12132"	0	0.085	0.0814
"V12133"	0	0	0.061
"V12134"	0	0.0909	0.0832
"V12135"	0.1111	0.1068	0.0454
"V12136"	0	0.0726	0.0637
"V12137"	0	0.125	0.0978
"V12138"	0	0.3091	0.0612
"V12139"	0	0.1884	0.0603
"V12140"	0.5417	0.3128	0.2925
"V12141"	0	0.0677	0.0352
"V12142"	0.3056	0.0357	0.0176
"V12143"	0	0.0677	0.0352
"V12144"	0	0.2167	0.068
"V12145"	0.4464	0.4088	0.3576
"V12146"	0.5278	0.1769	0.2657
"V12147"	0.3056	0.0345	0.0699
"V12148"	0	0.037	0.1178
"V12149"	0.5278	0.4594	0.5015
"V12150"	0.1111	0.1944	0.0954
"V12151"	0.2917	0.15	0.232
"V12152"	0.1111	0.1396	0.0938
"V12153"	0.2222	0.2167	0.2643
"V12154"	0.2619	0.4058	0.3983
"V12155"	0.2917	0.3337	0.263
"V12156"	0	0.1653	0.101
"V12157"	0.2083	0.2906	0.1245
"V12158"	0	0.0357	0.0468
"V12159"	0	0.0714	0.0661
"V12160"	0.25	0.1068	0.0928
"V12161"	0	0.1068	0.0848
"V12162"	0	0.0726	0.0379
"V12163"	0.125	0.2023	0.1885
"V12164"	0.5139	0.5062	0.5012
"V12165"	0	0.0345	0.0768
"V12166"	0.2083	0.2738	0.0857
"V12167"	0.1111	0.037	0.1693
"V12168"	0	0.0998	0.0686
"V12169"	0.4306	0.1032	0.2568
"V12170"	0	0.0769	0.0632
"V12171"	0.3214	0.4111	0.3741
"V12172"	0.3214	0.4111	0.3773
"V12173"	0.125	0.085	0.1044
"V12174"	0	0	0.1045
"V12175"	0.5476	0.5119	0.461
"V12176"	0.5	0	0.0296
"V12177"	0	0.4035	0.3151
"V12178"	0.6667	0.0769	0.1188
"V12179"	0	0.1818	0.2192
"V12180"	0	0.1474	0.2529
"V12181"	0.25	0.1667	0.0529
"V12182"	0	0.037	0.0788
"V12183"	0	0.2	0.4343
"V12184"	0.5833	0.5128	0.5
"V12185"	0	0	0.1027
"V12186"	0	0.1667	0.1139
"V12187"	0	0	0.0616
"V12188"	0	0.1667	0.2061
"V12189"	0.4	0.0833	0.0213
"V12190"	0	0.4167	0.2541
"V12191"	0	0.4551	0.3499
"V12192"	0	0.0998	0.0939
"V12193"	0.4306	0.4852	0.4367
"V12194"	0.1111	0.0998	0.0263
"V12195"	0.1111	0.0998	0.0263
"V12196"	0.5278	0.4975	0.5006
"V12197"	0	0.0345	0.0603
"V12198"	0	0.2308	0.1127
"V12199"	0	0.0754	0.0544
"V12200"	0.4444	0.3319	0.3072
"V12201"	0	0.037	0.0454
"V12202"	0	0.05	0.0634
"V12203"	0	0.1	0.0626
"V12204"	0	0.0974	0.0737
"V12205"	0	0.1	0.0626
"V12206"	0	0.1868	0.1227
"V12207"	0.35	0.1357	0.2324
"V12208"	0	0.0526	0.0634
"V12209"	0	0	0.075
"V12210"	0.5	0.1474	0.1643
"V12211"	0.45	0.2527	0.1317
"V12212"	0	0.0714	0.065
"V12213"	0	0.0833	0.05
"V12214"	0	0.0701	0.0548
"V12215"	0	0.0701	0.0464
"V12216"	0	0	0.0553
"V12217"	0.2083	0.0345	0.0528
"V12218"	0.1111	0.0677	0.0775
"V12219"	0.2083	0.266	0.2395
"V12220"	0	0	0.0524
"V12221"	0	0.0345	0.0608
"V12222"	0.375	0.2414	0.178
"V12223"	0.5357	0.5053	0.4563
"V12224"	0.5	0.0526	0.062
"V12225"	0	0.0526	0.0943
"V12226"	0.3	0.1421	0.1042
"V12227"	0.5667	0.3743	0.3008
"V12228"	0	0.0701	0.1253
"V12229"	0.3333	0.0769	0.072
"V12230"	0	0	0.1205
"V12231"	0	0.0556	0.0907
"V12232"	0	0.101	0.0265
"V12233"	0	0.0677	0.1485
"V12234"	0	0.2222	0.1473
"V12235"	0.1111	0	0.0931
"V12236"	0.1667	0.115	0.0955
"V12237"	0	0	0.0768
"V12238"	0.1429	0	0.0752
"V12239"	0	0.0783	0.0326
"V12240"	0.381	0.1762	0.1277
"V12241"	0	0.2947	0.1211
"V12242"	0	0.1078	0.0783
"V12243"	0.55	0.5099	0.4353
"V12244"	0.35	0.0556	0.0804
"V12245"	0.2	0.1023	0.0817
"V12246"	0.3333	0	0.0544
"V12247"	0	0	0.0544
"V12248"	0	0	0.1284
"V12249"	0	0.1286	0.0428
"V12250"	0	0.1978	0.1368
"V12251"	0.3333	0	0.0416
"V12252"	0.5	0	0.1164
"V12253"	0.2083	0.1396	0.3115
"V12254"	0.2083	0.1446	0.283
"V12255"	0	0.1362	0.0399
"V12256"	0.5667	0.5067	0.4913
"V12257"	0.1111	0.0677	0.1018
"V12258"	0	0.0677	0.0524
"V12259"	0	0.0345	0.0519
"V12260"	0.4	0.2876	0.318
"V12261"	0	0.3762	0.2838
"V12262"	0	0.3595	0.1916
"V12263"	0	0	0.1
"V12264"	0.35	0.4917	0.4462
"V12265"	0	0.2908	0.201
"V12266"	0.1111	0.0998	0.1177
"V12267"	0	0.0385	0.05
"V12268"	0.1429	0.1196	0.1075
"V12269"	0	0.0783	0.0609
"V12270"	0	0	0.066
"V12271"	0	0.1286	0.066
"V12272"	0.5833	0.3824	0.3376
"V12273"	0	0.0667	0.0526
"V12274"	0	0.1214	0.055
"V12275"	0	0.1594	0.0223
"V12276"	0.4286	0.2467	0.2726
"V12277"	0.25	0.0417	0.1256
"V12278"	0	0.1196	0.1045
"V12279"	0.1111	0.1068	0.0686
"V12280"	0.3611	0.3201	0.3745
"V12281"	0.1111	0	0.0553
"V12282"	0	0.1045	0.1082
"V12283"	0	0.1792	0.1128
"V12284"	0.25	0.1208	0.0336
"V12285"	0	0.0588	0.0484
"V12286"	0.4107	0.2833	0.3579
"V12287"	0.1111	0.2719	0.2272
"V12288"	0.2083	0.05	0.0452
"V12289"	0	0.0974	0.1406
"V12290"	0	0.0929	0.1279
"V12291"	0.4861	0.481	0.4681
"V12292"	0	0	0.0545
"V12293"	0	0.3286	0.1757
"V12294"	0.5333	0.4346	0.4398
"V12295"	0.2	0.2381	0.4229
"V12296"	0.1429	0	0.1613
"V12297"	0	0.0667	0.0629
"V12298"	0	0	0.078
"V12299"	0.2	0	0.0959
"V12300"	0	0	0.101
"V12301"	0.1111	0.0998	0.035
"V12302"	0	0.1446	0.1255
"V12303"	0	0	0.0616
"V12304"	0.2	0.0909	0.0213
"V12305"	0.2	0.0909	0.0638
"V12306"	0	0	0.0604
"V12307"	0.5	0.5222	0.5008
"V12308"	0	0.0726	0.0402
"V12309"	0.5	0.3547	0.2981
"V12310"	0.35	0.4744	0.3906
"V12311"	0.1667	0.164	0.3452
"V12312"	0.35	0.0815	0.2963
"V12313"	0	0.037	0.0811
"V12314"	0.45	0.4801	0.5029
"V12315"	0.2	0.1068	0.0319
"V12316"	0	0.0357	0.0614
"V12317"	0.1111	0	0.1027
"V12318"	0.4107	0.3917	0.4263
"V12319"	0.2083	0.1653	0.2975
"V12320"	0.5417	0.4986	0.4978
"V12321"	0	0.085	0.09
"V12322"	0	0.0556	0.0767
"V12323"	0	0	0.0769
"V12324"	0	0	0.0784
"V12325"	0.5	0.0833	0.0182
"V12326"	0.6	0.5256	0.5049
"V12327"	0	0	0.1223
"V12328"	0	0.3056	0.1318
"V12329"	0.2083	0.0677	0.1839
"V12330"	0.5	0.4952	0.3988
"V12331"	0.5	0.5037	0.5027
"V12332"	0.25	0	0.0367
"V12333"	0.25	0.0625	0.0351
"V12334"	0.5833	0.5079	0.4872
"V12335"	0	0	0.1254
"V12336"	0.4444	0.1032	0.2588
"V12337"	0	0	0.0528
"V12338"	0.3214	0.1724	0.0781
"V12339"	0.25	0.1068	0.1522
"V12340"	0.3929	0.3717	0.2689
"V12341"	0.2321	0.2308	0.1687
"V12342"	0.2	0.114	0.0773
"V12343"	0.2	0.193	0.1029
"V12344"	0.2	0.1654	0.0754
"V12345"	0.2	0.0588	0.0773
"V12346"	0	0.1078	0.0991
"V12347"	0	0.0556	0.0516
"V12348"	0.5	0.3167	0.2248
"V12349"	NA	0.0588	0.227
"V12350"	0.5	0.3684	0.5055
"V12351"	0.5	0.3203	0.4787
"V12352"	0.5	0.3203	0.501
"V12353"	0.4762	0.4035	0.4294
"V12354"	0.4524	0.3268	0.3895
"V12355"	0.1429	0.4641	0.2903
"V12356"	0.1429	0.1978	0.2872
"V12357"	0.3571	0.3875	0.2406
"V12358"	0.45	0.4333	0.3447
"V12359"	0.55	0.5076	0.4722
"V12360"	0.25	0.0556	0.0815
"V12361"	0.125	0.2733	0.149
"V12362"	0	0.1196	0.0955
"V12363"	0.2619	0.0417	0.14
"V12364"	0.3571	0.3822	0.3597
"V12365"	0.2619	0.1833	0.1178
"V12366"	0.1429	0.0417	0.0555
"V12367"	0.1429	0.0417	0.0555
"V12368"	0.1429	0.2228	0.2316
"V12369"	0.1429	0.215	0.2614
"V12370"	0.35	0.4524	0.3274
"V12371"	0.25	0.3022	0.3773
"V12372"	0	0.0714	0.0791
"V12373"	0	0.2582	0.3241
"V12374"	0	0	0.0612
"V12375"	0.25	0.0833	0.0841
"V12376"	0.25	0.1491	0.0744
"V12377"	0.5	0.152	0.0754
"V12378"	0.25	0.2908	0.1663
"V12379"	0	0.1978	0
"V12380"	0.2	0	0.036
"V12381"	0.2	0.0833	0.0196
"V12382"	0.4821	0.4978	0.4854
"V12383"	0.3393	0	0.0596
"V12384"	0.3929	0.451	0.466
"V12385"	0.25	0.0625	0.1764
"V12386"	0.2917	0.2222	0.1562
"V12387"	0.1111	0.1769	0.2518
"V12388"	0.1111	0	0.0619
"V12389"	0	0.1032	0.0446
"V12390"	0	0.1709	0.1266
"V12391"	0.25	0.1023	0.1466
"V12392"	0	0.5238	0.506
"V12393"	0.3214	0.3185	0.38
"V12394"	0	0.0754	0.0576
"V12395"	0.2619	0.5015	0.4706
"V12396"	0.5357	0.2578	0.4635
"V12397"	0.1111	0.0701	0.1321
"V12398"	0	0.0345	0.0692
"V12399"	0	0.0677	0.0442
"V12400"	0.3611	0.1769	0.204
"V12401"	0.125	0.2222	0.1368
"V12402"	0	0	0.0524
"V12403"	0	0.0357	0.0603
"V12404"	0	0.0998	0.0775
"V12405"	0	0.0357	0.0435
"V12406"	0.2083	0.0357	0.0438
"V12407"	0	0.085	0.0598
"V12408"	0.1667	0.2628	0.3362
"V12409"	0.1111	0	0.0452
"V12410"	0.2	0.15	0.0985
"V12411"	0	0.1167	0.0309
"V12412"	0.5	0.4565	0.4126
"V12413"	0.4	0	0.0616
"V12414"	0	0.1053	0.0634
"V12415"	0	0.1299	0.0981
"V12416"	0.2	0.0929	0.064
"V12417"	0	0.181	0.1581
"V12418"	0.5	0.4416	0.3832
"V12419"	0.1667	0.2056	0.1557
"V12420"	0.2	0.0929	0.0509
"V12421"	0	0.1857	0.1163
"V12422"	0	0	0.1219
"V12423"	0	0.114	0.0305
"V12424"	0	0	0.1667
"V12425"	0	0.1474	0.1893
"V12426"	0	0.0714	0.061
"V12427"	0.5	0.3727	0.2951
"V12428"	0.5833	0.5064	0.4958
"V12429"	0	0	0.054
"V12430"	0	0.125	0.0668
"V12431"	0.4333	0.4963	0.4118
"V12432"	0	0	0.0548
"V12433"	0.5	0.4775	0.436
"V12434"	0	0.1305	0.0947
"V12435"	0	0	0.0608
"V12436"	0.2083	0.037	0.0888
"V12437"	0.2083	0	0.0369
"V12438"	0.5	0.4985	0.5023
"V12439"	0.2321	0.245	0.3515
"V12440"	0.1111	0.0815	0.048
"V12441"	0.2	0.2273	0.1653
"V12442"	0.35	0.451	0.3942
"V12443"	0	0	0.0759
"V12444"	0	0	0.0745
"V12445"	0.5	0.4945	0.4909
"V12446"	0.4167	0.3636	0.229
"V12447"	0.6	0.5208	0.505
"V12448"	0	0.101	0.035
"V12449"	0.5	0.4594	0.4297
"V12450"	0	0.0998	0.0931
"V12451"	0.5357	0.3946	0.4342
"V12452"	0.5357	0.3946	0.4355
"V12453"	0	0.037	0.1027
"V12454"	0	0.2593	0.1037
"V12455"	0	0.037	0.0672
"V12456"	0.1111	0.2751	0.2561
"V12457"	0	0.0357	0.0603
"V12458"	0.2083	0.2155	0.2691
"V12459"	0.1111	0.0701	0.0693
"V12460"	0	0.2976	0.2498
"V12461"	0.1111	0.2438	0.1018
"V12462"	0.1111	0.2308	0.1647
"V12463"	0	0	0.0687
"V12464"	0	0.1944	0.2027
"V12465"	0.125	0.2751	0.305
"V12466"	0.1429	0.1421	0.1348
"V12467"	0	0.0714	0.0422
"V12468"	0	0.0667	0.0694
"V12469"	0	0.0667	0.0422
"V12470"	0	0.0726	0.0432
"V12471"	0.4821	0.3547	0.358
"V12472"	0.2857	0.4667	0.2746
"V12473"	0.2857	0.2348	0.2267
"V12474"	0.1111	0.1653	0.1256
"V12475"	0	0.0385	0.0435
"V12476"	0	0.1517	0.1657
"V12477"	0	0.0998	0.0438
"V12478"	0	0.1653	0.101
"V12479"	0.2083	0.1068	0.166
"V12480"	0	0.0998	0.1098
"V12481"	0.125	0.1196	0.0349
"V12482"	0	0.0909	0.0824
"V12483"	0.6667	0.5192	0.5027
"V12484"	0.2	0.1976	0.1155
"V12485"	0	0.0345	0.0705
"V12486"	0.4107	0.2249	0.1912
"V12487"	0.125	0.25	0.3084
"V12488"	0	0	0.093
"V12489"	0	0.1601	0.0768
"V12490"	0.3214	0.25	0.2282
"V12491"	0	0.0385	0.0667
"V12492"	0.3214	0.24	0.2312
"V12493"	0.55	0.3842	0.4575
"V12494"	0.4107	0.4547	0.3885
"V12495"	0	0.0417	0.0423
"V12496"	0	0.0417	0.0423
"V12497"	0.5	0.1538	0.0357
"V12498"	0.5	0.3462	0.3572
"V12499"	0.3611	0.3116	0.3459
"V12500"	0	0.2677	0.0699
"V12501"	0	0.115	0.2013
"V12502"	0	0.0783	0.0414
"V12503"	0	0.2545	0.0192
"V12504"	0.25	0.0769	0.0179
"V12505"	0	0.1857	0.2206
"V12506"	0	0.0833	0.0924
"V12507"	0.1111	0.0998	0.1976
"V12508"	0	0.0929	0.0428
"V12509"	0.4167	0.4746	0.5023
"V12510"	0.1667	0.4184	0.2765
"V12511"	0	0.1884	0.2045
"V12512"	0	0.0357	0.0563
"V12513"	0	0.1667	0.1525
"V12514"	0	0.0887	0.0712
"V12515"	0.5714	0.4733	0.3318
"V12516"	0	0.2108	0.0213
"V12517"	0	0.0476	0.124
"V12518"	0.1111	0.0998	0.0263
"V12519"	0.5833	0.4892	0.5021
"V12520"	0.5278	0.3732	0.3653
"V12521"	0.1111	0.0345	0.0519
