"BRWA"	"BWWA"	"GWWA"
"V14227"	0	-0.0196	-0.0235
"V14228"	0	-0.0612	-0.0172
"V14229"	0	-0.0182	-0.0183
"V14230"	0	-0.04	-0.0094
"V14231"	0	0	0.3182
"V14232"	0	-0.0612	-0.0141
"V14233"	0	0	0.2256
"V14234"	-0.0667	-0.0182	-0.0045
"V14235"	0.4074	-0.1915	-0.0801
"V14236"	0	-0.037	-0.0278
"V14237"	0.4074	-0.1429	0.0218
"V14238"	0.5429	0.1541	0.1701
"V14239"	0	0.4747	0.2316
"V14240"	0	0.6579	0.3287
"V14241"	0.6364	-0.04	0
"V14242"	0.2258	-0.3585	0.0121
"V14243"	0	0	-0.0374
"V14244"	-0.0667	0.1935	-0.041
"V14245"	0.625	0	0.3821
"V14246"	0	-0.04	-0.0545
"V14247"	-1	-0.1818	-0.2135
"V14248"	-0.3333	-0.1707	-0.0949
"V14249"	-0.0769	-0.2	-0.1609
"V14250"	-0.3333	-0.2778	-0.0561
"V14251"	0	0	-0.0252
"V14252"	0	-0.037	-0.1245
"V14253"	0	-0.0213	-0.0395
"V14254"	-0.25	-0.0638	-0.1176
"V14255"	0	-0.0411	-0.2694
"V14256"	0	-0.2308	-0.0539
"V14257"	0	0.4286	0.1414
"V14258"	0	-0.0182	0.1443
"V14259"	-0.1429	0	-0.1034
"V14260"	0.1579	0.1541	-0.0932
"V14261"	0.4074	-0.0588	-0.0484
"V14262"	0	-0.0189	-0.0521
"V14263"	0	-0.0769	0.0276
"V14264"	-0.1429	-0.0455	-0.0146
"V14265"	0.5172	-0.0833	-7e-04
"V14266"	0	0	0.3182
"V14267"	0	-0.15	-0.0576
"V14268"	-0.1429	-0.0698	-0.0297
"V14269"	-0.0667	-0.0222	-0.0145
"V14270"	-0.3333	0.2857	-0.173
"V14271"	0	-0.0667	0.027
"V14272"	0	0.6145	0.2093
"V14273"	0	0	-0.0769
"V14274"	-0.2	-0.2222	-0.1429
"V14275"	0	-0.1667	-0.0891
"V14276"	0	0	-0.0204
"V14277"	0	-0.04	0.163
"V14278"	0	-0.3077	0.0334
"V14279"	-0.1429	-0.12	-0.0973
"V14280"	0	0	-0.0275
"V14281"	0	-0.2222	-0.0857
"V14282"	0	-0.2222	-0.0826
"V14283"	-0.1429	0	-0.0219
"V14284"	-0.4286	-0.125	-0.164
"V14285"	0	-0.2308	-0.1667
"V14286"	0	0	-0.0387
"V14287"	0	-0.0566	-0.037
"V14288"	0	-0.037	-0.0182
"V14289"	0	-0.037	-0.0323
"V14290"	0	0	-0.0087
"V14291"	-0.2	-0.0588	0.4057
"V14292"	-0.1429	-0.0667	-0.0566
"V14293"	-0.3333	-0.05	-0.0745
"V14294"	0	0.1724	-0.1304
"V14295"	0	0	-0.0235
"V14296"	0.3514	0.2012	0.2183
"V14297"	0	0	0.2164
"V14298"	0	0	0.715
"V14299"	0	-0.0182	-0.0335
"V14300"	0	-0.0385	-0.064
"V14301"	0	0	-0.0187
"V14302"	0	0	-0.0392
"V14303"	0	0	-0.0309
"V14304"	0	0	-0.0097
"V14305"	0.5	0.5938	0.2493
"V14306"	0	0	0.1906
"V14307"	-0.2	0.451	0.486
"V14308"	0	0	0.4863
"V14309"	0	0	-0.0408
"V14310"	-0.6	0.1589	0.1011
"V14311"	0	-0.0435	0.2139
"V14312"	-0.2	0.2391	0.2097
"V14313"	0	0.1724	-0.0105
"V14314"	0	-0.2381	-0.0652
"V14315"	0	0	-0.0222
"V14316"	1	0.0351	0.0841
"V14317"	0	0	-0.0316
"V14318"	0	0	-0.0222
"V14319"	0	-0.0385	-0.0092
"V14320"	0	0	-0.028
"V14321"	0	0	-0.0276
"V14322"	0	-0.0638	-0.0053
"V14323"	0.3	-0.4882	0.1015
"V14324"	0	-0.087	-0.0235
"V14325"	0	0.6575	0.2263
"V14326"	0	0	-0.0183
"V14327"	0	-0.0204	0.39
"V14328"	0	0	-0.0228
"V14329"	-0.0769	-0.1163	0.1411
"V14330"	0	0	-0.039
"V14331"	0	-0.2195	-0.0798
"V14332"	-0.0667	0	0.1879
"V14333"	0	-0.0588	0.2628
"V14334"	0.6667	0.25	0.3134
"V14335"	0.7742	0.2987	0.3183
"V14336"	0	-0.0952	0.1879
"V14337"	0	0	0.6642
"V14338"	0	0	0.189
"V14339"	0	0	0.3879
"V14340"	0	-0.037	0.0171
"V14341"	0	0	-0.0185
"V14342"	0	-0.0204	0.087
"V14343"	0	0	-0.0222
"V14344"	0	0	-0.0326
"V14345"	-0.0667	-0.0952	-0.0409
"V14346"	0.6667	0.5362	0.5671
"V14347"	0	0	0.6635
"V14348"	0	0.3226	0.2286
"V14349"	0.625	-0.0244	0.5821
"V14350"	1	0.2453	0.4778
"V14351"	0	0	0.1006
"V14352"	0	0.6211	0.1594
"V14353"	0	0	0.7965
"V14354"	0	0.6557	0.5492
"V14355"	0	0	0.3281
"V14356"	0	1	-0.0164
"V14357"	0.1923	0.3514	0.4681
"V14358"	0	0	0.5578
"V14359"	0	-0.098	-0.012
"V14360"	0	0	-0.028
"V14361"	-0.0667	0.1429	0.1404
"V14362"	1	-0.4286	-0.1986
"V14363"	0	-0.0811	-0.0071
"V14364"	0	0	-0.0147
"V14365"	0	0	-0.0534
"V14366"	0	0	0.3107
"V14367"	-0.0909	-0.12	-0.12
"V14368"	0.2727	-0.2727	-0.1429
"V14369"	0	-0.2222	-0.3056
"V14370"	0	-0.3684	-0.1985
"V14371"	0	-0.5556	-0.1463
"V14372"	0	-0.3696	-0.179
"V14373"	0	-0.0811	-0.0743
"V14374"	-0.1667	-0.1396	-0.3333
"V14375"	0	0	-0.0383
"V14376"	0	-0.0732	-0.0405
"V14377"	0	1	0.2665
"V14378"	0.4074	-0.0318	-0.0422
"V14379"	0	0	0.387
"V14380"	0	0	0.4921
"V14381"	0	0.3514	0.5411
"V14382"	0	0.4713	0.6403
"V14383"	0	-0.1667	0.3776
"V14384"	0	-0.0667	0
"V14385"	0	0	-0.0182
"V14386"	0	-0.0323	-0.0141
"V14387"	0.7407	0.089	0.3646
"V14388"	0	0	0.6629
"V14389"	0	-0.125	0.5492
"V14390"	0	0.4509	0.2224
"V14391"	0	1	0.1663
"V14392"	0	1	0.3811
"V14393"	1	0.5588	0.4421
"V14394"	0	1	-0.0084
"V14395"	0	0	0.3191
"V14396"	-0.0667	0.269	-0.0366
"V14397"	-0.0667	-0.0435	-0.1429
"V14398"	0	-0.0233	0.3894
"V14399"	-0.1111	0.0552	0.0544
"V14400"	0	0	-0.0256
"V14401"	0	0.5168	-0.0348
"V14402"	0	-0.0698	0.065
"V14403"	0	-0.0638	0.1647
"V14404"	-0.1667	-0.0402	0.1237
"V14405"	-0.0667	0	0.318
"V14406"	-0.0667	0.7826	0.2124
"V14407"	0	0	0.6546
"V14408"	0	-0.0857	-0.0833
"V14409"	0	-0.2903	0.1195
"V14410"	-0.2	-0.1445	-0.1051
"V14411"	0	0.4713	0.5819
"V14412"	1	-0.0222	0.2451
"V14413"	0	0.6567	0.3165
"V14414"	1	0.4081	0.5154
"V14415"	0	0	0.5157
"V14416"	0	0	1
"V14417"	0	0.785	0
"V14418"	0	1	0.6638
"V14419"	1	0.0913	0.4876
"V14420"	0	0	-0.0213
"V14421"	-0.0526	0.2225	0.2294
"V14422"	-0.0769	-0.0435	0.2255
"V14423"	0	0.6538	0.7123
"V14424"	1	0.741	0.4797
"V14425"	1	0.6937	0.4272
"V14426"	1	0	0.7409
"V14427"	0	0	0.3876
"V14428"	0	0	0.8529
"V14429"	0	0	-0.0364
"V14430"	0	0	1
"V14431"	0	0	-0.0087
"V14432"	0	0	-0.0088
"V14433"	0	0	-0.0435
"V14434"	0	0	-0.045
"V14435"	-0.2	-0.0476	0.0424
"V14436"	0	0	-0.0219
"V14437"	0	0	-0.0216
"V14438"	0	-0.4815	-0.175
"V14439"	0	-0.1667	-0.1241
"V14440"	-1	-0.5833	-0.2387
"V14441"	-1	-0.5833	-0.2799
"V14442"	-0.25	-0.2308	-0.1219
"V14443"	0	-0.0435	-0.0496
"V14444"	0	0.4684	0.3268
"V14445"	-0.0769	-0.0182	-0.0452
"V14446"	0	0	-0.0345
"V14447"	0	0	0.2246
"V14448"	0	0	0.3182
"V14449"	-0.0909	-0.1579	-0.1408
"V14450"	0	0	0.1945
"V14451"	0	-0.2632	-0.0942
"V14452"	0	-0.3333	-0.15
"V14453"	0	-0.0556	0.1067
"V14454"	0	-0.0455	0.6642
"V14455"	0	-0.0233	-0.011
"V14456"	0	-0.0222	-0.0159
"V14457"	0	-0.05	-0.0341
"V14458"	0	-0.0233	-0.0108
"V14459"	0	-0.0244	0.2126
"V14460"	0	-0.027	0.3081
"V14461"	1	0	-0.0323
"V14462"	0.5429	0.125	0.1762
"V14463"	0.4074	0.3571	-0.1034
"V14464"	0	0	0.267
"V14465"	-0.0667	-0.12	-0.0529
"V14466"	0	-0.0909	0.0411
"V14467"	0	-0.0476	-0.0227
"V14468"	-0.3333	-0.1053	-0.0692
"V14469"	0	-0.0476	0.2623
"V14470"	0	-0.0244	-0.0108
"V14471"	0	-0.0385	-0.0233
"V14472"	0	-0.0385	-0.0137
"V14473"	0	0	0.4899
"V14474"	0	0	0.49
"V14475"	1	0.6531	1
"V14476"	0	0	-0.0317
"V14477"	0	0.2857	0.4512
"V14478"	0	0.0894	-0.1474
"V14479"	0	0	0.2174
"V14480"	0.0667	0.1988	0.3295
"V14481"	0	0.4766	0.3321
"V14482"	0	0.2826	-0.1398
"V14483"	0	1	-0.0649
"V14484"	0.6667	0.3301	0.3691
"V14485"	0	1	-0.0115
"V14486"	0	0	0.5804
"V14487"	0	-0.0222	0.6641
"V14488"	0	0	0.5187
"V14489"	0	-0.037	0.2302
"V14490"	0	0	-0.0521
"V14491"	0	-0.2	-0.0262
"V14492"	0	-0.1429	-0.0731
"V14493"	0	-0.037	-0.0423
"V14494"	0	-0.0588	-0.014
"V14495"	0	0.2593	-0.2393
"V14496"	0	0	-0.0182
"V14497"	-0.5	-0.2632	-0.4691
"V14498"	0	-0.087	-0.0099
"V14499"	0	-0.0204	-0.03
"V14500"	-0.0769	-0.1628	-0.1236
"V14501"	-0.0769	-0.1556	-0.1285
"V14502"	-0.0769	-0.1556	-0.045
"V14503"	0	-0.04	-0.0359
"V14504"	0	0.6571	-0.0359
"V14505"	0	0	-0.0202
"V14506"	0.1429	-0.3714	-0.0347
"V14507"	0	-0.0222	-0.0102
"V14508"	0	0	-0.0476
"V14509"	0	-0.037	-0.0467
"V14510"	0	-0.0769	-0.019
"V14511"	0	-0.0182	-0.0142
"V14512"	-0.1429	0	-0.0127
"V14513"	0	0	-0.0377
"V14514"	0	1	-0.009
"V14515"	0	-0.0182	-0.0136
"V14516"	0	0	-0.0182
"V14517"	0	0	0.6621
"V14518"	0	0.65	0
"V14519"	1	-0.0714	0.7817
"V14520"	0	0.6056	0.7722
"V14521"	0	0	1
"V14522"	0	0.4545	-0.0796
"V14523"	0	0	-0.0517
"V14524"	0	0	-0.0357
"V14525"	0	0	-0.0233
"V14526"	0	-0.0182	-0.0374
"V14527"	0	0	-0.0423
"V14528"	0	-0.0612	-0.0423
"V14529"	-0.2727	-0.0924	-0.0538
"V14530"	-0.0769	-0.0588	0.1118
"V14531"	0	0	-0.0612
"V14532"	0	-0.027	-0.0579
"V14533"	0	0	0.1825
"V14534"	0	-0.027	-0.0452
"V14535"	0	0	-0.0278
"V14536"	0	-0.3462	-0.2699
"V14537"	0	0	-0.0638
"V14538"	0	0	-0.069
"V14539"	0	-0.0286	-0.013
"V14540"	0	0	-0.049
"V14541"	1	0.8219	0.7241
"V14542"	0	0.65	0.3771
"V14543"	0.6	0	0
"V14544"	0	0	-0.033
"V14545"	0	0	-0.0538
"V14546"	0	-0.04	-0.2533
"V14547"	0	-0.0182	-0.0182
"V14548"	0	-0.0244	0.4162
"V14549"	-0.0769	0.3437	0.2946
"V14550"	0	0	-0.1628
"V14551"	0	0	-0.1461
"V14552"	0	0.2012	0.1307
"V14553"	0	-0.0385	-0.0467
"V14554"	0	-0.0435	-0.3731
"V14555"	-0.3333	-0.3846	-0.4451
"V14556"	0	-0.0566	-0.0275
"V14557"	0	0	0.5483
"V14558"	0	0	0.6527
"V14559"	0	0	1
"V14560"	0	0	1
"V14561"	0	0	1
"V14562"	0	0	0.734
"V14563"	0	0.4074	0.6374
"V14564"	-0.1429	-0.0182	-0.0278
"V14565"	0	0	-0.0152
"V14566"	0	-0.0303	-0.0236
"V14567"	0	0	-0.0758
"V14568"	0	0	-0.0431
"V14569"	0	0.2615	-0.017
"V14570"	0	0.2647	-0.1778
"V14571"	0	0	-0.0338
"V14572"	0.2258	-0.0286	-0.235
"V14573"	0	0	-0.0141
"V14574"	0	0	-0.0385
"V14575"	0.5172	-0.0213	-0.2134
"V14576"	-0.0667	-0.0182	-0.0137
"V14577"	0	0	-0.0275
"V14578"	-0.0667	-0.0182	-0.0472
"V14579"	-0.4545	-0.4341	0.0723
"V14580"	0	0	0.6456
"V14581"	0	-0.0204	0.1654
"V14582"	0.3	-0.2679	0.1452
"V14583"	0.3913	-0.011	0.0347
"V14584"	-0.0667	0	-0.0326
"V14585"	0.4074	-0.1915	-0.1349
"V14586"	0.1429	-0.5714	-0.1398
"V14587"	0.5714	-0.75	-0.3608
"V14588"	-0.1429	-0.0182	-0.0427
"V14589"	0	-0.1489	-0.1179
"V14590"	-0.1429	-0.0974	-0.1371
"V14591"	0	-0.0182	-0.0185
"V14592"	0	-0.0189	-0.0138
"V14593"	0	-0.0638	0.1231
"V14594"	0	0.6552	0.3844
"V14595"	0	-0.0556	0.2165
"V14596"	0	0	-0.0228
"V14597"	0	0	0.311
"V14598"	0.6	-0.2308	-0.1852
"V14599"	0	0	-0.0423
"V14600"	0	0	-0.0294
"V14601"	0	0	-0.0365
"V14602"	0	0	0.257
"V14603"	-0.2	-0.1856	0.0153
"V14604"	1	0	-0.0226
"V14605"	-0.0769	0.4359	0.3832
"V14606"	0	0.4286	0.0992
"V14607"	0	0	0.5749
"V14608"	-0.2	-0.1852	0.3026
"V14609"	0	0	1
"V14610"	0.625	-0.0476	0.2534
"V14611"	-0.0769	-0.0476	0.6552
"V14612"	0	0	0.3826
"V14613"	0	0.2683	0.3846
"V14614"	0	0.4468	0
"V14615"	-0.3636	-0.7857	-0.664
"V14616"	-0.3636	-0.7931	-0.6711
"V14617"	-0.25	-0.7778	-0.6307
"V14618"	-0.25	-0.7778	-0.6436
"V14619"	-0.3636	-0.8466	-0.7887
"V14620"	0	-0.1515	-0.1194
"V14621"	-0.1429	0	-0.0167
"V14622"	-0.25	-0.3	-0.2762
"V14623"	-0.4286	-0.625	-0.2785
"V14624"	-0.4286	-0.6471	-0.2609
"V14625"	-0.1111	0	-0.0339
"V14626"	-0.4286	-0.6471	-0.2609
"V14627"	-0.1429	-0.1724	-0.1351
"V14628"	0	0	-0.0164
"V14629"	1	0.2683	0.1933
"V14630"	0	-0.04	0.3785
"V14631"	0	1	0
"V14632"	0	0.2	0.2151
"V14633"	0	0	-0.0093
"V14634"	1	0.5932	0.2987
"V14635"	0	-0.04	1
"V14636"	0	0	-0.0955
"V14637"	0	0	-0.0235
"V14638"	0	-0.037	-0.0326
"V14639"	0	-0.0204	0.3327
"V14640"	0	0	-0.0297
"V14641"	0	0	-0.0192
"V14642"	0	-0.037	0.4874
"V14643"	-0.2	0	-0.068
"V14644"	0	0	-0.0309
"V14645"	0	0	-0.0204
"V14646"	0	1	-0.0171
"V14647"	0	-0.3846	-0.1395
"V14648"	-0.6667	-0.7895	-0.1732
"V14649"	-0.3333	-0.6667	-0.3891
"V14650"	0	-0.037	0.1061
"V14651"	0	-0.0182	-0.0228
"V14652"	0	0.3465	-0.0734
"V14653"	-0.0769	0.1509	-0.0843
"V14654"	0	0	-0.0543
"V14655"	-0.25	0	0.7096
"V14656"	0	-0.0256	0.4917
"V14657"	0	0	0.4916
"V14658"	0	-0.027	0.4202
"V14659"	0	0.3407	0.5813
"V14660"	0	-0.0857	0.6795
"V14661"	0	0.7835	0.3884
"V14662"	0	0.3293	0.6463
"V14663"	-1	-0.3	-0.3937
"V14664"	0	0	0.2816
"V14665"	0	0	-0.025
"V14666"	0	0.5	0.4649
"V14667"	-0.0909	-0.1351	-0.1343
"V14668"	0	-0.0612	-0.028
"V14669"	0	0	0.376
"V14670"	0.4074	-0.1915	-0.0028
"V14671"	-0.5556	0.2	0.073
"V14672"	0	-0.3043	-0.0567
"V14673"	0.3	-0.1987	-0.011
"V14674"	0	-0.0769	0.1501
"V14675"	0	0	-0.0137
"V14676"	0	-0.0323	0.1269
"V14677"	0.7895	-0.2486	0.037
"V14678"	0	0.4757	-0.0049
"V14679"	0	-0.08	0.1621
"V14680"	0.4074	-0.1309	-0.0121
"V14681"	0	0	-0.0275
"V14682"	0	-0.25	0.1367
"V14683"	0	-0.0189	0.1047
"V14684"	0	-0.037	0.3186
"V14685"	0	-0.0769	-0.019
"V14686"	0	-0.0182	-0.0537
"V14687"	0	0.4468	0.6194
"V14688"	0	1	0.6636
"V14689"	0	-0.0588	-0.068
"V14690"	0	0.2727	-0.0732
"V14691"	0	-0.0286	0.2881
"V14692"	0	0	-0.0204
"V14693"	0	0	-0.0136
"V14694"	0	-0.0769	-0.0055
"V14695"	0	1	-0.0316
"V14696"	1	0.1304	0.1776
"V14697"	1	0.1304	0.1214
"V14698"	0	0.3115	-0.0909
"V14699"	0.5714	-0.037	0.0185
"V14700"	-0.3333	0.0845	0.1
"V14701"	0	0	-0.0101
"V14702"	0	0	-0.0213
"V14703"	0.5	-0.2	-0.1429
"V14704"	0	-0.0476	0.7656
"V14705"	-0.2727	-0.087	0.0217
"V14706"	0	0	-0.0312
"V14707"	-0.3333	0.1016	-0.1827
"V14708"	0	0	-0.0288
"V14709"	0	0	-0.0485
"V14710"	0	0.24	-0.0125
"V14711"	0.5714	0.1538	-0.1085
"V14712"	0	0	0.6629
"V14713"	0	0	-0.0413
"V14714"	0	0	-0.0252
"V14715"	0	0.0588	0.0709
"V14716"	0	0.4194	0.1085
"V14717"	0	0	-0.0167
"V14718"	0	0.4194	0.1123
"V14719"	0	0	-0.0261
"V14720"	0	-0.0556	-0.0156
"V14721"	0	0	-0.0154
"V14722"	-0.2	-0.36	-0.1175
"V14723"	-0.2	-0.125	-0.1105
"V14724"	0	-0.0222	-0.0867
"V14725"	0.1429	-0.2932	-0.1689
"V14726"	-0.5	-0.7542	-0.4348
"V14727"	-0.5	-0.6254	-0.2949
"V14728"	0	-0.0222	-0.0206
"V14729"	0	-0.0667	-0.005
"V14730"	0	-0.1111	0.2161
"V14731"	0	-0.1053	-0.0866
"V14732"	0	0	0.4915
"V14733"	-0.1429	-0.1818	-0.3043
"V14734"	-0.2973	-0.6875	-0.5388
"V14735"	-0.4545	-0.4595	-0.3293
"V14736"	-0.4545	-0.3714	-0.2774
"V14737"	0	-0.0189	-0.0872
"V14738"	0	-0.0667	-0.0429
"V14739"	0	-0.0667	-0.0299
"V14740"	0	-0.0667	-0.0294
"V14741"	0	0	-0.1712
"V14742"	-0.1111	-0.6364	-0.5923
"V14743"	0	-0.4118	-0.1887
"V14744"	0	-0.4286	-0.4526
"V14745"	0	-0.3	-0.2245
"V14746"	0	-0.0526	-0.0339
"V14747"	0	0	-0.0236
"V14748"	0.3333	-0.8095	-0.7662
"V14749"	0	-0.1429	-0.1504
"V14750"	0	0	0.1102
"V14751"	0.3684	-0.0275	0.5527
"V14752"	0.3684	0.2308	0.6558
"V14753"	0	0	0.219
"V14754"	0.625	0.3548	0.441
"V14755"	0	-0.037	0.6641
"V14756"	0.3684	0.1942	0.5142
"V14757"	0	0	0.4827
"V14758"	-0.0667	-0.0455	-0.0501
"V14759"	0	0.0718	-0.0722
"V14760"	0	0.4699	-0.0492
"V14761"	0	-0.0455	-0.0939
"V14762"	-0.2308	-0.1364	-0.1702
"V14763"	0	0	-0.0196
"V14764"	-0.1429	-0.0857	0.1009
"V14765"	0	-0.0182	-0.0278
"V14766"	-0.3333	-0.5455	-0.2669
"V14767"	0	-0.1111	0.0869
"V14768"	-0.0667	-0.1126	-0.0351
"V14769"	0	0	0.6498
"V14770"	-0.0769	-0.0612	0.187
"V14771"	0	-0.0182	-0.0278
"V14772"	0	-0.0566	-0.0094
"V14773"	0	-0.0385	-0.0093
"V14774"	0	0	-0.0119
"V14775"	0	0	-0.0545
"V14776"	0	0	-0.024
"V14777"	-0.6667	0.1667	-0.1948
"V14778"	0	-0.0204	0.5583
"V14779"	0.0625	0.1694	0.1303
"V14780"	0	0	-0.0173
"V14781"	0	0	-0.0171
"V14782"	0	-0.0213	0.4155
"V14783"	0	-0.0417	0.4155
"V14784"	0	0	0.6586
"V14785"	-0.3333	-0.0455	0.1357
"V14786"	0	0	-0.0276
"V14787"	0	0	-0.0476
"V14788"	0.7407	-0.0986	0.0665
"V14789"	0	0	0.3898
"V14790"	0	0	0.3187
"V14791"	1	-0.12	0.2174
"V14792"	-0.3333	-0.5543	-0.1506
"V14793"	0	0	0.4794
"V14794"	0	0	0.4233
"V14795"	0	0	0.4951
"V14796"	-0.1667	-0.0455	0.296
"V14797"	0	0	0.4767
"V14798"	0	0	0.4767
"V14799"	0	-0.0111	0.2401
"V14800"	0	0	-0.0265
"V14801"	-0.4545	-0.0077	0.0084
"V14802"	0	-0.0909	-0.0645
"V14803"	0	0	-0.0265
"V14804"	-0.4286	-0.2	-0.162
"V14805"	-0.1111	-0.1053	-0.0111
"V14806"	0	-0.0476	0
"V14807"	0	0	-0.0185
"V14808"	0.5714	-0.0552	-0.4013
"V14809"	0	-0.1429	-0.1016
"V14810"	0	0	-0.1256
"V14811"	0	0.6486	0.676
"V14812"	0	-0.0345	0.5669
"V14813"	0.0625	0.3519	0.3416
"V14814"	0	-0.0345	0.7832
"V14815"	0	0.6585	-0.0228
"V14816"	0	0	0.0761
"V14817"	0	-0.0189	-0.0673
"V14818"	0	0	-0.0183
"V14819"	0	0	0.2668
"V14820"	0	0	-0.0526
"V14821"	-1	-1	-0.8983
"V14822"	-1	-1	-0.9
"V14823"	-1	-1	-1
"V14824"	0	1	0.4937
"V14825"	0	0	-0.0149
"V14826"	0	0.6	0.4413
"V14827"	0.1923	0.3	0.3806
"V14828"	-0.1429	-0.1111	0.1801
"V14829"	-0.1429	-0.0286	0.3764
"V14830"	0	0	0.2633
"V14831"	0.3913	0	-0.0246
"V14832"	1	0.4747	0.3458
"V14833"	0	1	-0.0833
"V14834"	0	0.6552	0.7935
"V14835"	0	0	-0.1034
"V14836"	0	0	-0.0228
"V14837"	0	0	0.3893
"V14838"	0	-0.0638	-0.0381
"V14839"	0	0	0.2945
"V14840"	-0.0667	0.2632	-0.065
"V14841"	0	0.2012	0.1432
"V14842"	0	0	0.1942
"V14843"	0	0	0.1971
"V14844"	-0.2	0.0625	-0.1017
"V14845"	0	-0.1304	0
"V14846"	0	0	-0.0741
"V14847"	0	-0.1304	-0.0172
"V14848"	0	0	-0.0182
"V14849"	0	-0.1538	0.1318
"V14850"	0	0	-0.0495
"V14851"	0	0.6452	-0.0642
"V14852"	0	0	-0.0364
"V14853"	0	-0.0769	0.248
"V14854"	-0.0909	-0.0213	0.0126
"V14855"	0	0	-0.027
"V14856"	0	0	-0.0208
"V14857"	0	0	-0.04
"V14858"	0	-0.0625	-0.0213
"V14859"	0	0	0.1244
"V14860"	0	0	0.485
"V14861"	0	0	0.662
"V14862"	0	0	-0.0714
"V14863"	0	0	0.2373
"V14864"	0	0	0.2909
"V14865"	0	0	0.375
"V14866"	0	-0.037	-0.0718
"V14867"	0	-0.1507	-0.102
"V14868"	-0.3636	-0.3784	-0.3913
"V14869"	0	0.2012	-0.0047
"V14870"	0	0	-0.0235
"V14871"	0	-0.0286	-0.0116
"V14872"	0	-0.0182	0.4849
"V14873"	0	0.1975	0.4239
"V14874"	0.3846	0.0166	0.2825
"V14875"	0.6364	0	0.4943
"V14876"	0	-0.037	-0.0182
"V14877"	-0.2308	-0.0196	0.113
"V14878"	0	-0.037	-0.0278
"V14879"	-0.0909	-0.2317	-0.0081
"V14880"	1	0	-0.0278
"V14881"	-0.0667	-0.037	-0.0136
"V14882"	-0.0769	0.5041	0.1186
"V14883"	-0.1667	0.4085	0.1161
"V14884"	0.0667	0.0837	0.2054
"V14885"	0	0.0521	0.1398
"V14886"	0	0.6552	0.2082
"V14887"	0	-0.0698	0.3887
"V14888"	0	0	0.6618
"V14889"	0	0.7692	0.6621
"V14890"	1	0	-0.0047
"V14891"	0	-0.087	-0.0595
"V14892"	0	0	0.6637
"V14893"	1	0.6512	0.8521
"V14894"	0	-0.1667	0.6505
"V14895"	-0.3333	0.3519	0.5463
"V14896"	0	0.28	0.5756
"V14897"	0	0	-0.0374
"V14898"	0	0	-0.0297
"V14899"	0	0	0.466
"V14900"	0	0	0
"V14901"	0	0	-0.0303
"V14902"	0	0	-0.0737
"V14903"	1	-0.0625	0.0341
"V14904"	0	0	0.2985
"V14905"	0	0	-0.0238
"V14906"	0	0	0.5478
"V14907"	1	0.1282	0.4384
"V14908"	0	0.1915	0.4348
"V14909"	-0.25	-0.3333	-0.3263
"V14910"	0	-0.0909	-0.0659
"V14911"	-0.0667	-0.0974	0.1608
"V14912"	0.6	0.4375	0.4887
"V14913"	0	0	0.3077
"V14914"	0	0.4648	0.6457
"V14915"	0.2727	0.3949	0.3079
"V14916"	0	-0.0588	0.3181
"V14917"	0	0	0.7946
"V14918"	1	0	0.0035
"V14919"	0	-0.0323	0.55
"V14920"	0	0	0.8815
"V14921"	1	0	1
"V14922"	0.6	0.2544	0.4642
"V14923"	-0.2973	-0.0986	0.0114
"V14924"	0	0	0.3191
"V14925"	-0.0667	-0.0526	0.0379
"V14926"	0	-0.0385	-0.0228
"V14927"	0	-0.0385	-0.0228
"V14928"	0	-0.0566	-0.0275
"V14929"	0	0	-0.0476
"V14930"	0	-0.04	-0.1059
"V14931"	0	0	-0.0667
"V14932"	0	-0.0303	-0.1158
"V14933"	0	0	0.2395
"V14934"	0	-0.04	-0.0337
"V14935"	0	0	-0.06
"V14936"	0	0	-0.02
"V14937"	-0.0667	0.3514	0.3282
"V14938"	0	0	-0.0242
"V14939"	0	-0.0435	0.3008
"V14940"	0	0	-0.028
"V14941"	0	1	-0.0335
"V14942"	0	-0.0612	-0.0485
"V14943"	0	0	-0.0187
"V14944"	0	0	0.0756
"V14945"	0	0	-0.0182
"V14946"	0	1	0.3054
"V14947"	-0.2308	-0.0385	0.2766
"V14948"	0.6364	-0.0204	0.3342
"V14949"	0	0	-0.0187
"V14950"	0	0	0.2667
"V14951"	0	0.4757	-0.0476
"V14952"	0.0588	-0.0181	-0.0875
"V14953"	-0.2308	-0.1304	0.0682
"V14954"	-0.4545	0.0035	0.0426
"V14955"	0	-0.05	-0.0282
"V14956"	0	-0.0476	-0.033
"V14957"	0	-0.0303	0.2227
"V14958"	1	-0.0556	-0.0279
"V14959"	0	-0.0769	-0.1138
"V14960"	0	-0.0435	-0.0161
"V14961"	0	0	-0.0323
"V14962"	0	-0.0909	0.1088
"V14963"	0	0	-0.0897
"V14964"	0	-0.1429	-0.0588
"V14965"	0	0	0.0276
"V14966"	0	-0.037	0.2668
"V14967"	0	0	1
"V14968"	0	-0.027	-0.1077
"V14969"	-0.1429	0.3239	0.1438
"V14970"	0	0	0.3837
"V14971"	0	0	-0.0222
"V14972"	0	0	-0.0156
"V14973"	0	-0.0732	0.3794
"V14974"	0.3913	0.0212	0.4144
"V14975"	0	0	0.649
"V14976"	0	0.2576	0.5343
"V14977"	0	0	0.2653
"V14978"	0.6364	-0.0213	0.1189
"V14979"	0.4074	-0.0286	0.3188
"V14980"	0	-0.0213	-0.0148
"V14981"	0	0	0.364
